time,Speed_Compact_Winter_Test1,Speed_Compact_Winter_Test2,Speed_Compact_Winter_Test3,Speed_Compact_Winter_Test4,Speed_Compact_Winter_Test5,Speed_Compact_AllSeason_Test1,Speed_Compact_AllSeason_Test2,Speed_Compact_AllSeason_Test3,Speed_Compact_AllSeason_Test4,Speed_Compact_AllSeason_Test5,Speed_Compact_Summer_Test1,Speed_Compact_Summer_Test2,Speed_Compact_Summer_Test3,Speed_Compact_Summer_Test4,Speed_Compact_Summer_Test5,Speed_Sedan_Winter_Test1,Speed_Sedan_Winter_Test2,Speed_Sedan_Winter_Test3,Speed_Sedan_Winter_Test4,Speed_Sedan_Winter_Test5,Speed_Sedan_AllSeason_Test1,Speed_Sedan_AllSeason_Test2,Speed_Sedan_AllSeason_Test3,Speed_Sedan_AllSeason_Test4,Speed_Sedan_AllSeason_Test5,Speed_Sedan_Summer_Test1,Speed_Sedan_Summer_Test2,Speed_Sedan_Summer_Test3,Speed_Sedan_Summer_Test4,Speed_Sedan_Summer_Test5,Speed_SUV_Winter_Test1,Speed_SUV_Winter_Test2,Speed_SUV_Winter_Test3,Speed_SUV_Winter_Test4,Speed_SUV_Winter_Test5,Speed_SUV_AllSeason_Test1,Speed_SUV_AllSeason_Test2,Speed_SUV_AllSeason_Test3,Speed_SUV_AllSeason_Test4,Speed_SUV_AllSeason_Test5,Speed_SUV_Summer_Test1,Speed_SUV_Summer_Test2,Speed_SUV_Summer_Test3,Speed_SUV_Summer_Test4,Speed_SUV_Summer_Test5
6.47,1.778,0.543,-0.186,0.89,-0.371,0.001,9.444,0.034,6.941,0.358,-0.542,0.001,-0.468,-0.531,-0.97,-0.062,-0.063,0.074,0.09,-0.03,13.201,10.137,0.087,NaN,13.359,-0.692,-0.771,NaN,-0.059,NaN,0.443,-0.799,1.398,0.321,0.305,0.235,10.365,-0.423,-1.401,2.831,7.713,0.145,0.478,1.259,0.04
6.48,2.167,-0.356,-0.279,-0.012,-0.468,0.042,10.614,-1.296,6.535,-0.202,-0.309,-0.219,-1.33,-0.995,-1.497,0.08,-0.263,-1.114,-1.087,-0.659,12.717,10.761,0.635,0.081,12.095,0.318,-0.28,0.624,-0.941,NaN,0.552,-0.685,2.529,0.295,-1.157,-0.708,NaN,-0.588,0.26,3.054,8.626,-0.953,-1.867,0.443,0.42
6.49,1.65,0.319,-0.609,-0.55,-1.168,-0.434,10.15,-0.414,7.565,0.558,0.316,-1.239,-0.051,0.189,0.105,0.158,0.033,-0.205,-0.121,0.392,13.677,10.579,-0.044,-0.894,13.551,-0.485,-0.822,0.151,-0.57,NaN,-0.732,-0.024,1.685,0.345,-0.22,0.593,9.429,0.438,0.99,2.179,8.149,-0.122,-0.682,-0.259,-0.8
6.5,1.688,0.036,-0.257,-0.357,-0.391,-0.209,10.7,-0.133,6.228,-0.382,-0.304,-0.538,-1.038,-0.982,-0.287,-0.431,0.292,-0.057,-0.881,0.18,13.694,10.461,0.317,0.427,13.498,0.607,-0.396,0.147,-0.257,NaN,0.422,-0.974,2.189,0.116,-0.191,0.49,10.249,-0.026,0.017,1.93,9.018,0.461,-0.989,0.244,-0.91
6.51,2.145,-0.391,-0.756,-0.569,-0.251,-0.161,11.41,0.428,8.927,-1.038,1.026,-0.622,-0.068,-0.278,0.838,0.135,1.084,-0.143,-1.15,0.059,12.801,NaN,-0.077,0.108,12.857,-0,-0.347,-0.437,1.027,NaN,-0.112,1.004,0.703,0.672,0.509,-1.178,9.275,-0.934,0.029,2.053,8.533,-0.83,0.542,0.455,-0.703
6.52,2.605,0.084,0.002,0.16,-0.213,0.595,11.007,0.518,7.973,0.995,-0.515,-0.112,-0.019,-0.092,-0.47,0.418,1.309,0.402,-0.189,0.325,12.027,11.745,-0.056,0.259,12.579,0.185,-1.108,-0.168,-0.365,NaN,-0.161,0.578,1.699,-0.768,0.197,-0.376,9.787,-1.079,-0.115,3.033,8.618,-0.097,0.167,0.504,-0.809
6.53,2.314,0.774,-0.346,-0.512,-0.599,-0.014,10.467,0.124,7.546,0.553,-0.082,1.421,-0.149,-0.078,-0.063,0.963,1.23,NaN,-0.516,-0.204,14.081,11.223,-0.292,-0.441,13.953,-0.905,0.097,0.118,0.514,NaN,0.192,-0.426,2.038,-1.92,-0.297,-0.126,10.721,-0.189,-0.377,2.934,8.404,0.545,0.142,NaN,-0.605
6.54,3.612,-0.051,-0.374,-0.074,-0.839,0.535,11.791,-0.248,8.734,-0.028,-0.724,0.247,-0.194,-1.15,-1.131,0.779,0.162,-0.196,0.464,0.711,12.244,11.903,0.246,0.279,14.079,-0.156,0.047,-0.341,-0.139,NaN,0.401,0.452,2.522,-0.321,0.41,-0.323,10.787,-1.416,0.462,3.202,6.675,-1.591,-0.248,0.072,-0.944
6.55,2.305,0.123,-1.245,-0.187,-1.592,-0.398,12.026,-0.087,7.172,-0.179,0.654,-0.277,-1.096,0.335,-1.425,0.097,-0.55,0.265,NaN,0.494,12.759,11.664,0.402,0.662,14.899,0.584,-0.282,-0.258,0.189,NaN,-0.27,0.137,1.485,-0.3,-1.135,-0.566,11.108,-0.354,0.406,3.557,7.415,-0.138,-0.125,-0.389,-0.559
6.56,3.052,0.626,0.053,0.426,-0.452,-0.774,10.166,-0.573,7.664,0.665,-0.849,-0.02,0.83,-1.041,0.107,0.953,-0.597,0.47,-0.519,0.361,13.616,11.494,-0.136,0.313,13.707,0.722,-0.428,-0.614,0.022,NaN,0.075,-0.764,1.215,-0.325,-0.199,0.267,10.698,-0.348,-0.65,3.802,8.834,-1.027,0.058,-0.754,0.25
6.57,2.808,0.433,0.298,-0.51,1.017,-0.041,10.278,0.244,7.746,0.34,-1.049,0.084,-0.316,0.912,-0.167,-0.146,-0.386,-0.15,0.351,0.023,13.094,11.355,-0.725,1.441,13.921,0.781,0.722,-0.259,0.258,NaN,0.405,-0.299,2.269,-0.267,0.736,-0.444,10.357,-0.694,NaN,4.027,9.272,-0.578,0.638,-1.094,-0.506
6.58,2.066,-0.509,-1.228,-0.457,NaN,0.504,11.406,-1.263,8.253,-1.167,0.494,-0.609,0.083,0.432,-0.891,0.299,-0.557,0.24,0.336,-0.663,12.26,12.097,-1.002,0.697,13.748,-0.207,0.158,0.779,0.401,NaN,0.593,0.141,2.768,0.209,0.203,0.59,9.584,0.995,1.008,5.048,8.586,0.925,-0.36,0.516,0.567
6.59,2.188,0.381,0.203,0.314,-0.407,1.155,11.135,-0.745,8.619,0.551,-1.186,0.055,0.905,-0.18,-0.822,-0.954,0.009,-0.535,-0.266,-0.167,14.361,11.322,0.422,1.601,15.103,1.33,-0.366,-0.052,0.033,NaN,-1.62,0.646,3.351,0.929,-0.304,-0.723,9.124,0.953,-0.719,4.014,9.095,-0.719,0.04,NaN,0.271
6.6,3.188,-0.113,-0.393,-1.256,-0.308,-1.186,12.016,-0.538,8.999,-0.088,-0.076,1.355,-0.037,-1.016,-0.568,0.437,0.056,0.679,0.306,1.084,13.334,12.042,-1.092,1.792,15.159,0.621,-1.545,0.558,0.22,NaN,-0.263,-0.86,1.857,0.178,1.011,-0.387,10.503,0.865,0.466,4.701,8.945,0.12,1.262,-0.274,0.21
6.61,3.628,-0.717,-0.65,-0.657,-0.037,0.493,12.331,0.45,8.917,NaN,-0.376,-0.213,-0.517,-0.957,0.54,0.266,-1.099,-0.674,0.749,-0.561,13.546,11.203,1.211,1.721,14.591,0.035,-0.2,0.918,-0.259,NaN,0.076,-0.902,1.584,0.358,-0.078,0.025,10.668,0.678,1.024,4,7.78,-0.34,NaN,0.251,-0.087
6.62,3.916,0.846,-0.67,0.986,-0.086,0.09,11.192,-0.16,9.023,-0.279,-1.028,-0.432,-1.098,-0.519,0.461,0.185,-0.147,-0.033,0.276,-0.069,13.495,11.107,0.24,2.016,14.148,-0.001,-0.933,0.147,0.151,NaN,0.269,-0.129,2.707,0.477,-0.785,-0.271,9.737,-0.636,-0.358,3.28,8.741,-1.085,-0.676,-0.925,-0.214
6.63,NaN,0.178,-0.586,0.339,0.472,0.263,11.518,0.138,7.368,-0.531,-0.465,NaN,-1.303,-0.557,0.709,0.393,0.146,-0.568,-0.679,0.5,14.713,11.643,-0.021,1.46,14.634,-0.015,-0.706,0.184,-0.334,NaN,0.625,-0.115,2.327,0.657,-0.009,-0.341,9.902,-0.959,0.632,4.334,10.08,0.818,0.507,-0.046,0.018
6.64,3.424,-0.303,0.004,-0.393,0.199,-1.283,10.54,-0.389,9.065,0.536,0.74,-0.014,-0.326,-0.727,0.418,0.863,-0.053,0.08,0.166,0,13.868,12.046,-0.007,0.85,13.832,-0.18,0.635,0.127,1.166,NaN,-0.142,-0.489,3.344,-0.992,-0.478,-0.19,10.873,0.12,-0.796,4.881,9.727,-0.498,0.33,-0.12,0.113
6.65,4.127,-0.916,0.085,-0.029,-0.465,-0.857,11.517,-1.087,7.898,-1.422,0.102,0.582,-0.532,-0.675,-0.204,-0.24,-0.031,0.708,0.457,-0.932,13.516,12.919,0.385,1.453,14.923,-0.453,-0.203,0.435,-1.48,NaN,-0.118,-0.731,3.342,0.895,-1.126,-0.567,10.056,0.117,-0.036,4.47,8.954,-0.429,-1.054,-0.53,0.912
6.66,3.534,0.147,-1.157,0.238,-1.798,0.383,12.162,-0.522,9.161,0.34,0.471,1.012,-0.948,-0.38,0.557,-0.504,0.569,0.676,0.448,NaN,14.451,12.963,0.078,2.242,14.718,0.406,-0.524,-0.316,0.049,NaN,-0.241,-0.073,1.944,0.113,0.182,-0.237,10.434,0.034,-0.06,5.187,8.335,0.564,0.103,1.078,-0.398
6.67,2.826,-0.182,0.142,-1.115,-0.014,0.586,12.272,-0.023,8.605,-0.089,-0.01,1.715,-0.704,0.06,-0.388,-0.186,0.809,-0.275,-0.721,0.667,14.261,10.897,0.14,1.549,13.473,-0.721,0.209,-1.169,0.251,NaN,-0.036,-0.625,2.987,0.204,-0.645,-0.455,10.495,0.048,0.048,4.314,8,0.572,-0.044,-0.262,-0.495
6.68,NaN,0.063,0.288,0.394,-0.155,1.194,11.361,-0.366,9.439,0.513,-0.922,1.371,-0.205,0.501,0.685,0.675,0.279,0.655,-0.498,-0.513,14.723,12.077,-0.622,1.176,15.591,-0.247,-0.106,0.199,-0.188,NaN,0.162,-0.796,1.836,-0.443,0.507,-0.919,10.833,-1.049,0.511,5.016,8.567,-0.354,-1.092,-0.655,-0.158
6.69,3.367,0.383,1.09,-0.24,0.168,-0.028,11.824,-0.059,7.219,0.03,0.079,1.762,0.044,0.085,0.97,-0.677,0.389,1.312,0.541,0.538,14.869,10.651,-1.122,1.836,15.051,0.414,0.284,0.39,-0.595,NaN,0.576,-0.883,3.859,-0.173,0.145,0.532,11.08,-0.218,-0.158,4.984,9.497,-0.005,-0.6,-0.912,-0.75
6.7,3.703,0.368,-0.185,-0.051,0.882,-0.724,12.209,-1.541,9.162,-0.507,-1.252,2.031,0.625,0.27,0.476,0.395,-0.59,-0.009,0.097,0.067,14.414,11.055,-0.728,2.599,14.321,0.219,0.523,0.234,0.855,NaN,-0.058,-1.067,2.472,0.832,-0.524,-0.569,11.426,-0.02,0.095,6.156,9.028,-0.773,-1.245,-1.72,0.302
6.71,4.068,-1.227,0.268,0.974,-0.286,-0.595,12.459,-0.281,9.078,NaN,0.578,3.307,-0.115,-0.589,-0.839,0.187,0.182,-0.026,-0.063,0.425,15.521,11.881,-0.258,1.877,14.688,1.015,-0.389,0.198,-1.498,NaN,-0.895,-0.375,3.348,-0.232,-0.588,-0.099,11.032,-0.342,0.5,4.495,9.986,-0.406,0.468,-0.611,-1.68
6.72,4.419,-0.813,0.908,-1.263,-0.646,0.379,12.024,NaN,8.78,0.056,-0.641,1.6,0.253,0.708,0.433,-0.386,-0.522,-0.505,0.62,-1.251,14.983,12.982,0.351,2.111,15.213,-0.843,-1.069,-0.405,0.626,NaN,0.108,-0.526,2.571,0.392,-1.356,0.052,11.455,0.085,-0.115,5.577,9.108,-0.316,0.078,-0.285,0.028
6.73,4.69,-0.155,-0.023,0.933,-0.546,0.172,12.977,0.226,9.755,0.149,-0.13,2.121,-0.083,-0.144,-0.385,NaN,0.179,-0.251,-0.725,-0.896,14.843,12.881,0.403,2.128,14.407,0.449,-0.233,-0.518,-1.452,NaN,0.161,-1.172,2.54,0.809,0.308,-0.849,11.073,0.747,0.286,4.54,9.996,0.317,-0.696,-0.255,-0.056
6.74,4.312,-0.026,0.577,0.291,0.804,0.597,14.109,-1.048,9.415,0.07,-0.967,4.202,0.432,0.984,-0.355,-0.065,-0.669,-0.232,0.625,-0.396,14.058,13.897,-0.69,2.459,15.476,-0.46,0.118,0.885,0.246,NaN,0.141,-0.167,3.375,0.512,0.352,-0.375,11.677,1.221,0.658,6.317,9.186,-0.474,0.479,0.126,-0.924
6.75,3.618,-0.754,-0.089,-0.169,0.842,-0.112,12.316,-0.45,9.091,-0.055,-0.031,2.088,0.069,0.3,0.737,-0.72,-0.564,0.136,-0.228,-0.396,15.457,12.808,0.598,2.856,14.422,-0.626,-0.225,0.743,-0.681,NaN,-0.37,-0.271,2.255,-0.277,0.346,-0.063,11.008,0.036,-0.361,5.878,10.423,-0.71,0.568,0.65,-0.067
6.76,5.266,-0.435,-0.148,0.814,0.11,0.188,13.335,-0.162,8.476,0.04,0.24,3.671,0.674,-1.243,0.332,-0.115,0.082,0.216,0.039,-0.479,14.926,12.314,0.054,2.474,15.209,-1.348,-0.09,-1.041,-0.219,NaN,-0.206,-0.685,2.949,-1.04,0.639,-0.226,12.436,0.202,-0.045,5.88,9.211,1.106,-0.496,-1.259,0.371
6.77,4.835,-0.561,0.327,-0.422,1.225,NaN,12.021,1.111,9.723,0.673,0.402,4.422,-0.098,-0.041,-1.165,0.109,0.02,-0.413,0.504,-0.331,15.733,12.961,-0.371,1.942,13.745,-0.613,0.004,-0.581,-0.288,NaN,0.171,0.408,2.728,-0.701,0.107,-0.657,11.855,1.126,0.342,6.179,10.132,0.381,0.306,-0.528,-0.495
6.78,4.986,0.541,0.489,-0.404,-0.166,-0.027,12.34,0.402,9.787,-0.168,1.093,3.571,-1.587,-0.573,-0.773,-0.794,0.488,-0.064,0.432,-0.002,13.884,13.14,0.206,3.815,15.406,0.723,0.175,-0.938,0.242,NaN,0.462,0.713,3.516,-0.089,-1.145,-1.066,11.782,0.8,-0.166,6.088,10.153,-1.49,-1.61,0.161,-0.365
6.79,4.727,-0.533,0.272,0.441,0.298,-0.867,14.25,0.153,9.407,0.266,0.118,3.09,-0.651,NaN,-0.503,NaN,0.724,0.007,-0.23,0.941,15.365,12.758,0.089,3.002,15.989,-0.183,0.694,0.007,-1.079,NaN,-0.221,-0.893,4.327,0.536,0.031,-0.271,11.057,1.16,0.207,5.366,10.777,0.58,-0.59,-1.143,-0.757
6.8,4.169,-0.185,1.099,-0.601,-0.901,0.535,12.924,-0.068,10.225,-0.457,0.1,4.698,0.245,-0.631,-0.765,0.522,-1.355,-0.022,0.016,-0.921,14.257,13.521,0.494,2.543,16.959,0.324,-1.089,-0.589,-0.407,NaN,0.035,0.447,3.974,NaN,0.278,0.326,10.623,1.648,-0.839,6.037,10.439,-0.358,0.607,-0.62,0.107
6.81,4.52,0.44,0.352,0.466,0.155,-0.333,14.262,0.126,10.143,0.472,-0.684,3.877,0.216,0.264,-0.643,0.287,0.749,0.458,0.755,-0.658,14.918,12.468,-0.198,2.39,15.449,1.541,-1.315,-0.822,-1.171,NaN,0.091,-0.236,4.314,0.182,-0.887,-0.225,10.763,1.517,0.152,6.269,9.891,-0.607,-0.779,0.504,0.42
6.82,3.908,0.719,-0.262,0.503,-0.512,-0.334,13.445,NaN,9.98,-0.524,0.184,4.908,0.567,-0.551,-0.15,-0.43,0.465,0.339,0.262,0.043,14.774,12.37,0.608,2.659,15.015,0.5,0.429,0.224,-0.419,NaN,0.108,0.629,3.929,-0.035,0.658,-0.703,10.601,1.621,-0.319,5.981,9.348,-0.842,-0.005,-0.677,-0.232
6.83,4.655,-0.143,0.166,0.228,0.608,-0.239,13.669,0.161,9.909,-0.007,0.295,4.918,-0.513,-0.742,-0.131,0.066,0.009,-1.218,-0.623,-0.236,14.952,13.917,0.847,2.593,15.8,0.436,0.279,-0.731,-0.357,NaN,0.049,-0.759,3.333,0.155,1.068,-1.023,11.29,1.465,0.166,7.085,10.514,-1.045,-0.402,-0.556,-0.199
6.84,4.696,-0.321,0.518,0.02,0.299,0.91,12.975,0.309,10.765,-0.038,0.434,5.107,0.461,-0.028,-0.305,-0.582,-0.451,-0.531,0.885,-0.591,15.054,NaN,0.158,3.651,15.294,0.351,-0.566,-0.796,-0.653,NaN,0.21,0.418,3.728,-0.538,0.112,-0.005,12.047,1.863,0.388,6.94,10.565,0.063,-0.725,-0.706,-1.317
6.85,5.542,0.145,0.87,-0.38,-0.669,0.213,13.797,1.114,10.228,0.216,-0.171,5.284,-1.111,-0.801,-0.375,0.901,0.003,-0.444,0.406,0.106,15.376,13.078,-0.168,3.928,16.178,-1.211,0.385,-0.769,-0.887,NaN,-0.38,-0.312,2.988,0.559,0.161,-0.112,12.118,1.055,0.11,6.732,NaN,NaN,0.211,0.161,0.806
6.86,6.063,-0.769,-0.391,0.112,1.383,-0.812,13.027,-0.265,9.936,-1.162,0.073,3.984,-0.107,0.224,-0.357,0.144,0.135,-1.568,0.773,-0.394,15.612,13.141,-0.603,2.648,15.065,-0.799,0.173,1.011,0.244,NaN,0.874,-0.346,3.549,-1.022,-1.232,0.336,11.996,1.726,-0.329,6.641,10.815,-0.348,-0.175,-0.146,-0.083
6.87,4.368,-0.158,-0.089,0.04,0.028,0.492,12.909,-0.031,11.935,-0.803,-0.919,5.073,0.886,-1.411,-1.198,-1.425,0.315,0.309,1.221,-0.334,14.384,14.035,-0.629,3.732,16.469,-1.031,-0.113,-0.291,-0.082,NaN,1.01,0.804,3.734,0.03,-0.674,0.636,11.11,2.523,0.089,6.299,9.652,-0.213,-0.818,0.05,-0.772
6.88,3.567,-0.832,0.263,0.481,0.279,NaN,13.906,0.029,10.843,-0.108,-0.953,7.062,-0.255,NaN,0.041,0.21,0.319,-1,0.972,0.701,15.636,13.803,0.61,3.9,15.335,-1.317,-0.652,-0.533,0.332,NaN,0.198,NaN,4.06,-0.687,0.682,-0.705,11.77,1.888,-0.688,5.909,10.164,-0.132,0.1,NaN,0.01
6.89,5.22,-0.217,-0.189,-0.622,0.795,0.919,13.371,NaN,10.821,-0.291,0.192,6.127,0.107,0.552,-0.632,-0.106,0.488,0.328,-0.029,-0.631,15.954,13.553,0.304,3.572,16.605,0.101,1.162,0.21,0.006,NaN,-1.168,-0.267,4.333,-1.142,-0.701,-1.015,12.441,2.416,-0.084,6.796,10.615,0.352,0.178,0.68,-0.571
6.9,5.575,0.296,0.104,0.314,0.228,-0.548,15.05,0.205,9.979,-0.084,-0.518,5.43,0.675,-0.381,-0.859,0.201,0.668,-0.315,1.57,0.053,15.221,13.735,0.765,2.669,15.783,-0.407,0.115,-0.268,-0.676,NaN,-0.885,-0.304,3.761,-0.431,-0.543,-1.392,12.802,2.67,-0.917,7.534,9.908,-0.171,-0.486,-0.754,0.146
6.91,4.207,-0.182,-0.383,-1.222,0.281,NaN,14.717,0.489,11.252,0.873,-0.057,5.634,0.711,0.113,-0.006,0.218,-0.185,0.594,0.233,0.454,15.623,13.725,0.245,2.319,16.397,-0.168,-0.003,0.345,0.732,NaN,-0.124,0.025,3.917,-0.829,0.731,-0.799,11.194,2.238,-0.443,7.166,10.545,-1.231,0.564,NaN,-0.463
6.92,NaN,0.282,0.756,-0.138,-0.636,-0.42,14.328,0.319,11.217,0.292,1.121,5.58,-0.336,-0.655,0.413,-0.197,-0.63,-0.113,-0.566,-0.486,15.463,13.881,-0.595,3.074,14.359,-0.311,-0.168,-0.634,-1.197,NaN,-0.431,-0.68,4.062,-0.36,-0.793,0.161,12.812,1.89,-0.9,7.176,10.722,-0.126,0.919,-0.791,-0.221
6.93,5.076,-0.276,-0.306,0.406,-0.118,-0.005,14.456,-0.094,11.301,0.337,0.831,6.55,0.182,-0.92,-0.504,-0.248,-0.55,-0.717,1.08,-0.418,15.244,13.757,0.165,4.022,15.977,-0.378,-1.126,-0.886,-0.039,NaN,0.218,-1.011,4.849,-1.334,-0.459,-0.536,12.121,1.459,-0.061,6.518,11.105,-1.309,0.237,-0.163,0.444
6.94,5.006,0.658,0.887,-0.468,0.21,0.237,14.603,-0.586,11.25,0.225,0.303,7.21,-0.737,-1.822,-0.685,-0.088,0.417,-1.041,0.514,-0.673,15.418,14.106,-0.032,4.96,15.203,0.738,-0.479,0.104,0.716,NaN,-0.559,0.111,4.217,0.503,0.75,-0.973,12.511,1.962,-0.517,7.858,10.777,-0.749,-0.004,0.624,-1.232
6.95,6.294,-0.818,-0.168,0.012,-0.071,0.357,14.789,0.344,10.888,0.458,-0.174,6.07,0.951,0.632,-0.651,0.489,-0.122,0.144,0.848,0.223,16.168,13.457,-0.18,3.097,15.109,-0.02,-1.159,-0.157,0.443,NaN,0.719,0.071,4.184,-0.147,-0.182,-1.313,12.09,2.258,-0.904,7.391,10.829,0.251,0.702,-0.068,-0.611
6.96,5.268,1.05,-0.389,-0.537,0.169,-0.263,14.485,0.594,12.025,0.322,0.021,7.752,-0.611,0.403,-0.486,0.155,0.025,-0.67,1.019,-0.173,14.602,13.885,0.286,4.734,16.283,-0.25,-1.161,0.474,-0.514,NaN,-0.032,0.147,4.563,-0.258,-0.255,-0.91,12.487,1.655,-0.681,7.289,10.978,0.683,-0.225,-0.143,1.074
6.97,6.096,0.251,-0.451,-1.111,0.309,-1.053,13.638,-0.329,10.087,0.959,-0.629,7.71,0.399,NaN,-0.421,-0.046,0.407,-0.246,1.069,-0.008,15.642,15.4,-0.586,4.492,15.993,-0.281,-0.113,0.222,0.285,NaN,-0.498,1.113,4.143,0.21,0.803,-0.081,13.207,2.099,-0.364,6.684,11.613,0.097,0.459,-0.237,-0.131
6.98,NaN,-1.233,0.512,-0.273,-0.918,-0.481,15.259,-0.727,11.887,0.689,0.143,7.66,0.483,-0.429,-0.312,0.18,0.859,-0.201,2.206,0.352,15.985,14.539,0.197,4.334,16.384,-0.203,0.584,0.006,0.133,NaN,0.352,0.136,3.994,0.724,-0.229,0.791,11.793,2.685,0.27,6.515,11.558,-0.205,-0.34,NaN,-0.14
6.99,5.397,-0.786,-1.11,-0.18,0.828,0.679,13.924,0.637,11.583,0.294,-1.115,7.456,-1.149,-1.193,0.092,0.669,0.374,-0.355,1.268,0.103,15.711,13.721,-0.722,5.666,16.227,-0.185,0.059,-0.987,0.302,NaN,0.524,-0.463,4.816,0.4,-1.112,-0.952,13.475,3.502,-0.301,7.872,10.786,1.078,-0.849,0.763,-1.19
7,6.262,0.323,0.609,0.256,-0.754,-0.872,14.867,-0.369,11.603,-0.855,0.055,7.42,0.089,-0.044,0.067,-0.396,0.617,NaN,2.014,-0.103,16.397,14.651,-0.011,4.826,16.339,0.284,-0.656,0.236,0.783,NaN,0.676,-0.008,4.661,-0.632,-1.297,-0.124,11.556,2.962,-0.566,8.255,11.223,0.666,-0.192,-0.016,-1.136
7.01,5.802,0.766,-0.348,-0.677,0.471,0.029,15.328,-0.692,11.831,0.272,0.306,8.427,-0.85,-0.468,-0.011,0.638,0.388,0.915,1.125,0.202,16.677,14.276,-0.484,3.969,17.066,-0.003,0.041,-1.012,0.436,NaN,-0.578,-0.081,4.739,-0.234,-1.156,0.308,12.437,3.351,0.143,7.575,11.555,-0.733,-0.306,-0.896,-0.33
7.02,6.119,-0.239,0.372,-0.517,-0.152,-0.503,14.986,-0.143,11.518,0.351,0.858,8.484,0.377,-0.388,-0.005,-0.569,-0.11,-0.758,1.348,-0.352,15.414,13.91,-0.479,5.712,16.275,0.591,-0.48,0.998,0.077,NaN,-0.07,0.908,4.004,0.145,0.102,0.04,12.761,3.126,-1.24,8.991,10.747,-0.437,0.072,0.097,-0.445
7.03,5.424,0.144,-0.495,-0.077,0.665,-0.245,15.074,0.295,11.877,-0.208,-0.912,7.823,0.79,-1.013,-0.047,0.106,-0.853,0.127,2.322,-0.688,16.43,13.621,-0.628,5.596,16.232,-1.504,-0.235,0.211,-1.362,NaN,0.772,0.637,4.754,-0.933,-0.975,-0.218,11.888,4.08,0.025,8.879,10.861,-0.258,-1.348,-0.615,-0.168
7.04,6.552,0.143,-0.244,-0.553,0.433,0.457,14.665,0.051,12.156,-0.819,-0.18,NaN,0.903,-0.703,0.436,-0.997,0.221,0.281,2.569,-0.325,16.018,14.233,-1.769,4.034,17.496,-0.249,-0.445,0.939,-0.362,NaN,0.596,0.456,4.62,-0.587,-0.111,0.238,12.837,3.446,-0.252,8.8,11.908,-0.033,0.425,0.09,-0.089
7.05,5.58,-0.865,0.03,0.414,-0.337,-0.442,15.77,0.335,11.293,-0.81,1.008,8.393,0.051,-0.19,-0.559,0.276,-0.394,-0.035,2.741,-0.474,16.514,15.314,-0.114,4.665,16.612,0.093,0.749,0.204,-1.256,NaN,0.241,-1.179,4.497,-0.493,-0.994,0.112,13.7,3.665,-1.198,7.15,11.235,-1.215,-0.143,-0.118,-0.023
7.06,5.508,0.277,-0.257,0.01,0.196,0.374,15.495,-0.497,11.328,0.293,-0.059,8.825,0.924,0.269,0.317,-1.005,0.698,1.18,2.784,0.231,16.516,14.859,-0.972,5.338,17.053,-0.818,-0.234,0.295,-0.071,NaN,0.896,0.142,4.178,-0.35,0.265,0.106,13.034,3.142,0.865,6.993,11.352,0.413,0.648,NaN,0.467
7.07,6.749,-0.589,-0.039,0.774,0.327,0.201,15.988,-1.266,10.59,0.163,-0.276,8.607,0.846,-0.373,0.317,-0.596,-0.62,0.428,1.344,-0.875,15.132,14.326,-0.748,5.819,16.843,-1.047,-0.536,-0.913,-0.39,NaN,-0.004,1.228,5.705,-0.589,0.525,0.279,13.315,NaN,-0.03,8.981,11.921,0.173,0.539,-0.538,0.074
7.08,5.012,0.288,-0.827,-0.187,-0.243,-0.084,15.158,-0.309,11.895,-1.195,0.706,8.1,1.245,0.417,-1.325,NaN,-0.713,-0.457,2.75,0.273,15.828,13.75,0.06,5.877,17.519,0.512,-0.563,-0.578,0.513,NaN,0.668,-0.012,4.906,-0.425,-0.341,0.461,13.234,4.469,0.032,9.051,10.962,0.127,0.254,-0.349,-1.178
7.09,6.491,0.207,0.165,0.206,-0.164,-0.885,14.915,0.029,12.683,-0.596,-0.066,7.983,0.843,-1.5,0.359,0.442,0.18,-0.147,2.769,0.875,17.032,15.018,-0.867,5.282,17.279,-0.106,0.36,0.359,0.199,NaN,0.614,-0.188,4.942,-0.153,0.034,0.57,NaN,3.544,-0.651,7.136,11.189,-0.083,-0.452,0.188,0.54
7.1,6.698,-0.632,-1.179,-0.332,-0.645,0.49,14.479,-1.266,12.486,-0.785,0.567,8.431,0.871,0.021,-0.363,0.02,0.003,-0.598,3.224,-0.29,17.085,14.297,-0.573,6.224,16.446,-1.473,0.177,-0.19,0.141,NaN,0.368,-0.779,4.674,0.321,-0.543,-0.273,13.268,3.704,-0.231,7.517,11.953,0.671,-0.34,0.115,-0.063
7.11,5.653,-0.401,-0.16,0.55,0.534,0.499,14.896,0.33,12.447,-0.584,-1.24,9.065,0.815,NaN,-0.197,NaN,-0.609,0.923,NaN,0.735,16.73,14.233,0.063,6.338,17.098,-0.248,0.656,-0.41,0.126,NaN,0.329,-0.306,4.053,0.733,-1,-0.893,13.261,3.561,0.806,NaN,10.86,0.556,0.225,0.687,-0.923
